Date,Open,High,Low,Close,Volume
2010-06-29,7.913826802847848,7.921917397788757,7.6195906191532785,7.675621509552002,1133344800
2010-06-30,7.691802788482289,7.729556239503167,7.491051657029183,7.536594867706299,739452000
2010-07-01,7.619591790753332,7.6345736354490255,7.28760211328192,7.445207118988037,1022896000
2010-07-02,7.505433003753738,7.518617828711628,7.287002883430669,7.3990654945373535,693842800
2010-07-06,7.520712764157578,7.574645795887338,7.375691732037564,7.449700832366943,615235600
2010-07-07,7.505433303061923,7.753527889261412,7.483261769657079,7.75053071975708,654556000
2010-07-08,7.8646882631051565,7.877273011199507,7.637269087468428,7.733150482177734,738144400
2010-07-09,7.697195369192877,7.787384069599222,7.645359389231327,7.778995037078857,433322400
2010-07-12,7.746336921318021,7.845813989382881,7.636372959951201,7.7091827392578125,562878400
2010-07-13,7.680118375600821,7.682514670882127,7.383783460000399,7.544684886932373,1190924000
2010-07-14,7.47217599372387,7.66453731893995,7.460788989288023,7.572550773620605,812047600
2010-07-15,7.437715708773696,7.699591922003468,7.409849881015591,7.534196376800537,824866000
2010-07-16,7.586036222099465,7.639670046913486,7.443112968315143,7.487757682800293,1039858400
2010-07-19,7.48715550171461,7.48715550171461,7.179135974930558,7.358314037322998,1024478000
2010-07-20,7.27801920028076,7.577649118404644,7.191426073132948,7.547386169433594,1074950800
2010-07-21,7.942890977145223,7.944688798187026,7.610602122284921,7.61779260635376,1185671200
2010-07-22,7.720866778242571,7.790380938492737,7.649854033450745,7.761017322540283,645318800
2010-07-23,7.703189704282577,7.801768257751204,7.67891951207982,7.788584232330322,533388800
2010-07-26,7.790381422801297,7.793377791972367,7.721766569030219,7.768808364868164,420551600
2010-07-27,7.816449582880815,7.93420409319362,7.799370678330877,7.912631034851074,584771600
2010-07-28,7.900348491900861,7.969862676892696,7.797875036443871,7.819148063659668,519985200
2010-07-29,7.811655295765331,7.869783257873138,7.67352627650487,7.73375129699707,643806800
2010-07-30,7.667231151882637,7.781389170724045,7.637566709027548,7.707980155944824,448210000
2010-08-02,7.803566142293068,7.867986084963154,7.778996713000228,7.845813751220703,428055600
2010-08-03,7.820645488169976,7.888061804072099,7.773004411572825,7.848211288452148,417653600
2010-08-04,7.875478086576086,7.918624210000071,7.799671933515802,7.879673004150391,420375200
2010-08-05,7.842219502457965,7.885666466985511,7.806863136901038,7.841320991516113,289097200
