Date,Open,High,Low,Close,Volume
2010-06-29,80.03249356354587,81.15727057559174,78.1679420406485,78.6661605834961,373649500
2010-06-30,78.44721463237494,79.17189953954822,77.66213787644962,77.9188003540039,284101700
2010-07-01,77.86596681408805,78.1226235583583,76.34110415468909,77.57156372070312,382924800
2010-07-02,77.8357940827779,78.06980539103158,76.71102280723102,77.14884948730469,233385200
2010-07-06,78.23587319613111,78.78693890823213,76.90728090776797,77.65461730957031,256935300
2010-07-07,77.85087774014667,80.19855817975063,77.76784036696824,80.10042572021484,253769400
2010-07-08,80.77226742237255,80.98363318199222,79.94944989252667,80.89305114746094,210842100
2010-07-09,80.87039565937896,81.50449866443276,80.71942177018194,81.4969482421875,144999900
2010-07-12,81.22521318165866,81.70833667234187,80.88551895702669,81.54981231689453,131283600
2010-07-13,82.39525963915806,83.10484383991323,82.22918490303935,82.7802505493164,213025900
2010-07-14,82.5160273247641,83.09728882879546,82.17633323175757,82.77268981933594,184426800
2010-07-15,82.74250768094772,83.08220183055998,81.65547718733247,82.79534912109375,232337900
2010-07-16,82.3499806377118,82.44056844767829,80.35709489273714,80.515625,282693400
2010-07-19,80.81001059869821,81.24783718671502,80.18345800783057,80.99118041992188,186709000
2010-07-20,79.91924102860193,81.94986668430774,79.88149468079874,81.88948059082031,258162400
2010-07-21,82.31222793491474,82.33487344425555,80.49296189406792,80.82511138916016,264527000
2010-07-22,81.78380367893152,82.99161787016432,81.77625901571787,82.6292724609375,274781300
2010-07-23,82.46318997703142,83.46718298150618,82.22917873511788,83.34640502929688,222020800
2010-07-26,83.48982311218974,84.29754541312516,83.25581188534277,84.21450805664062,184445700
2010-07-27,84.67500037824324,84.76558817157563,83.87482836130447,84.20697784423828,204855600
2010-07-28,84.03335750582625,84.29002005536452,83.38415934787601,83.66346740722656,163056200
2010-07-29,84.1843370065499,84.41080363829673,82.59154319793042,83.2558364868164,220149100
2010-07-30,82.410354734838,83.68610542674054,82.26693126576883,83.24072265625,220070600
2010-08-02,84.53912261398185,85.25626302834608,84.19942846353065,85.1203842163086,188263200
2010-08-03,84.90900104247098,85.1279114220913,84.43342241822664,84.71273040771484,146657300
2010-08-04,84.94675829180004,85.38459065548855,84.667456006811,85.2789077758789,158171700
2010-08-05,84.7353813260679,85.23360548629452,84.60705295484014,85.18830871582031,140473800
2010-08-06,84.3504210540942,84.97697381285197,83.731418719702,84.84109497070312,239728300
2010-08-09,85.24114203168803,85.43741266029541,84.78821468506486,85.29398345947266,120800400
2010-08-10,84.56932701288657,85.2864674990538,84.07110849172219,84.83353424072266,242916300
2010-08-11,83.52760283465174,83.55779877264646,82.37263556296381,82.50851440429688,273406900
2010-08-12,81.26295107492057,82.29713448971711,81.22520471643477,82.00273132324219,239542600
2010-08-13,81.74610485774599,82.2518739971869,81.663067445684,81.76119995117188,158698500
2010-08-16,81.20254187241966,81.98761873520715,80.90813876878491,81.7234115600586,147895300
2010-08-17,82.42545395649236,83.33130880577993,82.19143694232008,82.72740173339844,172270300
2010-08-18,82.68966719714132,83.32376448622713,82.21409423032696,82.87838745117188,182922100
2010-08-19,82.4480896880928,82.65190498926681,81.09685223729892,81.4365463256836,265847600
2010-08-20,81.19500116110731,81.4818596363911,80.58354937416685,81.17235565185547,209714200
2010-08-23,81.55735082981724,81.95743687217379,80.82511527639393,80.86286163330078,163490300
2010-08-24,79.97963866072017,80.31178813959838,79.23985851503585,79.66259002685547,280677800
2010-08-25,79.2247553690342,80.27403945488618,78.72653692447194,79.97209167480469,272234800
2010-08-26,80.34956285662926,80.45524577189073,79.17194417912187,79.4361572265625,224439500
2010-08-27,79.93433718415757,80.74960992965418,78.74162399270337,80.66657257080078,272649000
2010-08-30,80.45522314832431,80.70433527537182,79.48897633233011,79.49652099609375,167238600
2010-08-31,79.20211784932317,80.0022956732377,78.87751876964212,79.49652099609375,273933100
2010-09-01,80.56844879021982,81.98762294625548,80.51560735247607,81.8743896484375,256828100
2010-09-02,82.07064964651865,82.6519053861485,81.89702451119418,82.63681030273438,156112200
2010-09-03,83.44454068382394,83.78423480671333,82.99915792967175,83.70874786376953,212197300
2010-09-07,83.31621763894974,83.42190051769398,82.6972154523256,82.76515197753906,141973700
2010-09-08,82.93121822014284,83.67854871733574,82.89347187047998,83.34640502929688,149924400
2010-09-09,84.28248056205246,84.3051260748014,83.50495390814636,83.73141479492188,147017900
2010-09-10,83.88237143142825,84.25226147636516,83.69365119799123,84.15412902832031,127819000
2010-09-13,84.98451943354375,85.26382176713338,84.64481946772973,85.09020233154297,178503500
2010-09-14,84.92412020349657,85.5204769387065,84.60707153696536,85.037353515625,209823600
2010-09-15,84.78825008123414,85.46009384037487,84.531593256073,85.3619613647461,168608400
2010-09-16,85.09774797348955,85.39215113841304,84.81088947279488,85.33930969238281,199962900
2010-09-17,85.78856430205205,85.8720462054312,85.1358907611514,85.37115478515625,195836900
2010-09-20,85.66713810035608,86.86623659746098,85.3939256379748,86.67650604248047,214555200
2010-09-21,86.74480799240175,87.15462087667233,86.14525877191564,86.501953125,268389100
2010-09-22,86.365367164839,86.85107701360869,85.83411803704094,86.07697296142578,191322400
2010-09-23,85.371170447045,86.26669901930727,85.13590637987944,85.3787612915039,202354300
2010-09-24,86.32744131157013,87.20020341472203,86.25155021349597,87.13948822021484,209671800
2010-09-27,87.16984372711899,87.2685015732376,86.63860026321957,86.72207641601562,128761800
2010-09-28,86.83591176847237,87.30644580675224,85.89484948203187,87.02564239501953,209207500
2010-09-29,86.80552668784574,87.20776035246507,86.53231420891662,86.87383270263672,179665800
2010-09-30,87.3140195490002,87.87562047233372,86.20598781171357,86.61580657958984,287106700
2010-10-01,87.26846036712824,87.36712395677972,86.46400470446284,86.98007202148438,174638700
2010-10-04,86.79793405573005,87.16221346908534,85.89481478533708,86.32740020751953,166153200
2010-10-05,87.12426862294046,88.27782778945704,87.02560503381719,88.0653305053711,229634100
2010-10-06,88.05014841481096,88.28541822692537,87.7010449082568,88.0577392578125,148626600
2010-10-07,88.41445831825207,88.43722506350308,87.42027184150272,87.9515151977539,164860000
2010-10-08,88.07291584785193,88.68764092272484,87.73898825650548,88.44478607177734,177760100
2010-10-11,88.5814217596953,88.77115235606541,88.22472731210057,88.5282974243164,103098300
2010-10-12,88.23988417074065,89.05952155981711,87.76935609895445,88.8014907836914,182210000
2010-10-13,89.29481081315429,89.97025127421958,89.08230768114375,89.49212646484375,194347200
2010-10-14,89.4086269963418,89.56041491799579,88.58140453626686,89.14300537109375,217764300
2010-10-15,89.76534884665023,89.81847318795818,88.61178923962666,89.3251724243164,243705000
2010-10-18,89.35553910082152,90.06133730143863,89.02920217386695,89.7653579711914,141204800
2010-10-19,88.93810042777542,89.4389861024632,88.0501569938135,88.58899688720703,280604700
2010-10-20,88.74837985214218,89.88676335649447,88.69525552021045,89.45417785644531,200051800
2010-10-21,89.85642446187529,90.38007704553735,88.95330484103394,89.6515121459961,221585500
2010-10-22,89.78811622208418,89.95508009311047,89.55285210752115,89.81847381591797,108212400
2010-10-25,90.418026570172,90.88856060661001,90.01579856988558,90.08409881591797,151145700
2010-10-26,89.62873209130409,90.19033303234448,89.45418318603666,90.0992660522461,158982900
2010-10-27,89.46936954007026,89.93990355599186,88.99125046833304,89.84123992919922,190024000
2010-10-28,90.357269888601,90.3952183123838,89.42379888075574,89.85638427734375,168576000
2010-10-29,89.76534774219719,90.09927547780656,89.60597472023424,89.92472076416016,144305500
2010-11-01,90.3648739551532,90.8809413274902,89.43898786447942,89.9550552368164,174074800
2010-11-02,90.630485717864,90.88093142791969,90.38763085087214,90.6684341430664,158345900
2010-11-03,90.82783884793086,91.08586970110659,89.89436168883073,91.03274536132812,226702800
2010-11-04,92.04210405507142,92.83138401423875,91.04791760377209,92.78585052490234,215039400
2010-11-05,92.84656214681542,93.28673852138023,92.72513757562551,93.13495635986328,180654100
2010-11-08,92.84654868390379,93.1121761132195,92.54298440488724,92.96038818359375,156107100
2010-11-09,93.21085220407365,93.30951003508964,91.92068639489187,92.29255676269531,186621600
2010-11-10,92.26977639621884,92.70995272830328,91.57156925643385,92.66441345214844,221387400
2010-11-11,91.86755383421772,92.45192150274909,91.58675047706375,92.31531524658203,158017600
2010-11-12,91.69299179485267,92.09521968629531,90.80505409599427,91.22245788574219,239068800
2010-11-15,91.51086207915836,91.86755652460265,91.05550980863899,91.09345245361328,163940800
2010-11-16,90.53186623410065,90.68364841891521,89.24169450270004,89.67428588867188,299566200
2010-11-17,89.71223489781445,90.09169617686287,89.44661316050447,89.7198257446289,172308900
2010-11-18,90.5849767046667,91.36666583797214,90.57738585955275,91.04032897949219,197723700
2010-11-19,90.99480743616114,91.32872939347882,90.50150666111655,91.29078674316406,156852900
2010-11-22,90.83539791736735,91.25280164386118,90.13718510866266,91.21485900878906,181361000
2010-11-23,90.13720305980189,90.32693364329825,89.54524456571208,89.89434814453125,222309000
2010-11-24,90.46353558789036,91.24523041837655,90.44835968958509,91.22245788574219,140046100
2010-11-26,90.43319329306821,90.92648820640814,90.15998077392578,90.15998077392578,76007800
2010-11-29,89.9322978652294,90.67604431083849,89.35551526190713,90.43318939208984,223642300
2010-11-30,89.53767447801535,90.44078826913876,89.40865325918155,89.92472076416016,233930700
2010-12-01,91.22248045823497,92.01176053811793,91.21489540226426,91.83721160888672,221037200
2010-12-02,91.98137690620298,93.08181767294886,91.92825257885093,93.01351165771484,191213600
2010-12-03,92.69475489639532,93.37019517553124,92.6719881573417,93.26394653320312,151288900
2010-12-06,93.06663486222389,93.37779576875849,92.96797705265108,93.16529846191406,103050500
2010-12-07,94.06083380031654,94.1139581308897,93.16530523485655,93.21842956542969,206581000
2010-12-08,93.3322404840112,93.63580468566813,92.89965512752244,93.5599136352539,138019200
2010-12-09,94.08358255597618,94.12152519049275,93.46126660676099,93.92420959472656,123705100
2010-12-10,94.21263595404456,94.5617395991041,93.90148074893195,94.47067260742188,117571700
2010-12-13,94.90323289551348,95.01706660477834,94.50099922568033,94.53135681152344,133812700
2010-12-14,94.67556045176885,95.03984571699064,94.32645687557847,94.6148452758789,147249600
2010-12-15,94.44032580640166,94.81219624188019,94.02291607975864,94.18228912353516,160823100
2010-12-16,94.2429660612445,94.79698185624382,93.91662925928432,94.72867584228516,185035200
2010-12-17,94.66232774228487,94.95223283588084,94.46396856215644,94.83016967773438,141075300
2010-12-20,95.08954586642508,95.28790502222999,94.58602594238928,95.05902862548828,119085500
2010-12-21,95.35656132646666,95.72276238514847,95.2650154272225,95.66172790527344,94965500
2010-12-22,95.73041130929364,95.98979916711302,95.67700758441498,95.95928192138672,78878100
2010-12-23,95.85247006414727,95.9592775089934,95.58545145203199,95.82195281982422,70053700
2010-12-27,95.46337384332502,95.9516380672087,95.39471441523294,95.86009216308594,58126000
2010-12-28,96.05079445014931,96.08893662631026,95.74562793802625,95.99739074707031,55309100
2010-12-29,96.11184169351885,96.27967776795944,96.05080721886708,96.0660629272461,58033100
2010-12-30,95.97454004348258,96.22629712578026,95.76855009729353,95.91350555419922,76616900
2010-12-31,95.76850610328412,96.02789965329394,95.61592577073712,95.93634796142578,91218900
2011-01-03,96.66879083369061,97.34778353719999,95.8982463939913,96.92818450927734,138725200
2011-01-04,97.14180501387528,97.1723222610335,96.27208384186038,96.87478637695312,137409700
2011-01-05,96.56960930798039,97.4393303861695,96.47805757638238,97.3782958984375,133975300
2011-01-06,97.41642979130452,97.52323721907297,96.89764836189998,97.18755340576172,122519000
2011-01-07,97.31726376816546,97.47747493691615,96.24155854353383,96.99684143066406,156034600
2011-01-10,96.56961972594075,97.0121110788802,96.27970878822262,96.87478637695312,122401700
2011-01-11,97.225717008903,97.45458761059707,96.85188513116837,97.21808624267578,110287000
2011-01-12,97.81315417037231,98.20223590121189,97.24096317090809,98.09542846679688,107929200
2011-01-13,98.13356851517072,98.17934146318831,97.69107728244019,97.9352035522461,129048400
2011-01-14,97.79788749896363,98.66760845952517,97.72922807497798,98.64472198486328,117677900
2011-01-18,98.55313876649821,98.9040840217674,98.43870642300479,98.81253814697266,114401300
2011-01-19,98.72864861828303,98.82781946714368,97.58427825481331,97.84366607666016,151958400
2011-01-20,97.62239178383835,97.95806970059661,96.98917230499924,97.71394348144531,175745700
2011-01-21,98.3242968926682,98.5455366884653,97.82839612649295,97.9352035522461,151462900
2011-01-24,97.87417956514395,98.60658173533673,97.85129308868207,98.49214935302734,113715500
2011-01-25,98.23274251293438,98.6294608103988,97.73685337195636,98.54553985595703,167552200
2011-01-26,98.78966785965153,99.21689753351707,98.59130291026,98.92698669433594,141281500
2011-01-27,98.94990634089798,99.33899978522301,98.77443944626206,99.17115783691406,123302700
2011-01-28,99.2855573451174,99.44577429402095,97.27909703816813,97.4393081665039,295637300
2011-01-31,97.70634107693041,98.24800316254233,97.46220316032924,98.17170715332031,149249200
2011-02-01,98.7668411701909,99.91883699817004,98.70580665967549,99.74337005615234,167194300
2011-02-02,99.48394122483496,99.81962511339705,99.43054331954872,99.5526123046875,118323600
2011-02-03,99.3771387158362,99.92643753514201,98.85073801837956,99.77385711669922,145886700
2011-02-04,99.81200311920792,100.0942774696929,99.35425023196893,100.0561294555664,134634800
2011-02-07,100.27737360932213,101.0097642059028,100.26973702237238,100.68171691894531,112439100
2011-02-08,100.77324320514109,101.19284796579669,100.49859387463346,101.13945007324219,99072800
2011-02-09,100.86484104715299,101.18526345392624,100.40708809968206,100.91061401367188,146436700
2011-02-10,100.39943934787306,101.06317048731013,100.17056292840357,100.94873809814453,162708500
2011-02-11,100.55201479524622,101.6811236635819,100.52912831854019,101.55142974853516,137710300
